source_row_id,style_id,sku,component,material,composition,net_weight,vendor,country,order_date,quantity,unit_price
21,TSH-04,TSH-04-RED-S,side tape,polyester,100% polyester,4 g,bharat mills,India,2025-01-08,480,18.75
22,TSH-04,TSH-04-RED-S,thread,polyester,100% polyester,3 g,Bharat Mills,India,2025-01-08,480,13.70
23,TSH-04,TSH-04-RED-S,care label,polyester,100% polyester,,Bharat Mills,India,2025-01-08,480,14.80
24,TSH-04,TSH-04-RED-S,size label,polyester,100% polyester,1 g,Bharat Mills,India,2025-01-08,480,9.37
25,TSH-04,TSH-04-RED-S,brand label,cotton,100% cotton,2 g,Bharat Mills,India,2025-01-08,480,12.59
26,TSH-05,TSH-05-BLK-XS,shell fabric,organic cotton,100% organic cotton,0 g,Golden Thread,China,2025-11-06,5460,13.46
27,TSH-05,TSH-05-BLK-XS,rib collar,cotton,97% cotton / 3% elastane,15 g,Golden Thread,China,2025-11-06,5460,0.78
28,TSH-05,TSH-05-BLK-XS,side tape,polyester,100% polyester,4 g,Golden Thread Co.,China,2025-11-06,5460,18.16
29,TSH-05,TSH-05-BLK-XS,thread,polyester,100% polyester,,Golden Thread,China,2025-11-06,5460,7.04
30,TSH-05,TSH-05-BLK-XS,care label,polyester,100% polyester,1 g,GOLDEN THREAD CO,China,2025-11-06,5460,16.20
31,TSH-05,TSH-05-BLK-XS,size label,polyester,100% polyester,1 g,Golden Thread,China,2025-11-06,5460,11.62
32,TSH-05,TSH-05-BLK-XS,brand label,cotton,100% cotton,,Golden Thread,China,2025-11-06,5460,23.87
33,TSH-06,TSH-06-WHT-XL,shell fabric,organic cotton,100% organic cotton,,Golden Thread,China,2025-09-04,5040,13.49
34,TSH-06,TSH-06-WHT-XL,rib collar,cotton,97% cotton / 3% elastane,11 g,Golden Thread,China,2025-09-04,5040,0.51
35,TSH-06,TSH-06-WHT-XL,side tape,polyester,100% polyester,4 g,GOLDEN THREAD CO,China,2025-09-04,5040,23.26
36,TSH-06,TSH-06-WHT-XL,thread,polyester,100% polyester,,Golden Thread,China,2025-09-04,5040,22.03
37,TSH-06,TSH-06-WHT-XL,care label,polyester,100% polyester,,Golden Thread,China,2025-09-04,5040,1.92
38,TSH-06,TSH-06-WHT-XL,size label,polyester,100% polyester,1 g,Golden Thread,China,2025-09-04,5040,22.01
39,TSH-06,TSH-06-WHT-XL,brand label,cotton,100% cotton,,Golden Thread,China,2025-09-04,5040,12.41
40,TSH-07,TSH-07-BLK-XL,shell fabric,cotton,100% cotton,,Golden Thread,China,2025-03-22,3840,17.97
41,TSH-07,TSH-07-BLK-XL,rib collar,cotton,97% cotton / 3% elastane,10 g,Golden Thread,China,2024-13-07,3840,9.65
42,TSH-07,TSH-07-BLK-XL,side tape,polyester,100% polyester,5 g,Golden Thread,China,2025-03-22,3840,22.54
43,TSH-07,TSH-07-BLK-XL,care label,polyester,100% polyester,,Golden Thread,China,2025-03-22,3840,2.07
44,TSH-07,TSH-07-BLK-XL,size label,polyester,100% polyester,1 g,Golden Thread,China,2025-03-22,3840,1.02
45,TSH-07,TSH-07-BLK-XL,brand label,cotton,100% cotton,,Golden Thread,China,2025-03-22,3840,0.68
46,TSH-08,TSH-08-BLK-S,shell fabric,cotton,100% cotton,5000 g,Acme Textiles,Portugal,2025-01-11,780,18.22
47,TSH-08,TSH-08-BLK-S,rib collar,cotton,97% cotton / 3% elastane,13 g,Acme Textiles,Portugal,2025-01-11,780,6.45
48,TSH-08,TSH-08-BLK-S,side tape,polyester,100% polyester,3 g,Acme Textiles,Portugal,2025-01-11,780,12.09
49,TSH-08,TSH-08-BLK-S,care label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-01-11,780,16.65
50,TSH-08,TSH-08-BLK-S,size label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-01-11,780,9.18
51,TSH-08,TSH-08-BLK-S,brand label,cotton,100% cotton,1 g,Acme Textiles,Portugal,2025-01-11,780,1.83
52,TSH-09,TSH-09-BLK-XS,shell fabric,cotton,100% cotton,,Oceanic Fabrics,Vietnam,2025-12-11,1020,3.93
53,TSH-09,TSH-09-BLK-XS,rib collar,cotton,97% cotton / 3% elastane,13 g,Oceanic Fabrics,Vietnam,2025-12-11,1020,21.92
54,TSH-09,TSH-09-BLK-XS,thread,polyester,100% polyester,3 g,Oceanic Fabrics,Vietnam,2025-12-11,1020,2.35
55,TSH-09,TSH-09-BLK-XS,care label,polyester,100% polyester,1 g,Oceanic Fabrics,Vietnam,2025-12-11,1020,2.90
56,TSH-09,TSH-09-BLK-XS,size label,polyester,100% polyester,1 g,Oceanic Fabrics,Vietnam,2025-12-11,1020,16.48
57,TSH-09,TSH-09-BLK-XS,brand label,cotton,100% cotton,2 g,Oceanic Fabrics,Vietnam,2025-12-11,1020,2.78
58,TSH-10,TSH-10-NVY-S,shell fabric,cotton,100% cotton,,Oceanic Fabrics,Vietnam,2025-08-16,1860,7.00
59,TSH-10,TSH-10-NVY-S,rib collar,cotton,97% cotton / 3% elastane,12 g,Oceanic Fabrics,Vietnam,2025-08-16,1860,10.86
60,TSH-10,TSH-10-NVY-S,side tape,polyester,100% polyester,,Oceanic Fabrics,Vietnam,2025-08-16,1860,23.95
61,TSH-10,TSH-10-NVY-S,thread,polyester,100% polyester,4 g,Oceanic Fabrics,Vietnam,2025-08-16,1860,18.10
62,TSH-10,TSH-10-NVY-S,care label,polyester,100% polyester,1 g,Oceanic Fabrics,Vietnam,2025-08-16,1860,4.29
63,TSH-10,TSH-10-NVY-S,size label,polyester,100% polyester,1 g,Oceanic Fabrics,Vietnam,2025-08-16,1860,14.69
64,TSH-10,TSH-10-NVY-S,brand label,cotton,100% cotton,,Oceanic Fabrics,Vietnam,2025-08-16,1860,13.78
65,TSH-11,TSH-11-WHT-XS,shell fabric,Organic cottn,100% cotton,131 g,Acme Textiles,Portugal,2025-10-16,4080,6.26
66,TSH-11,TSH-11-WHT-XS,rib collar,cotton,97% cotton / 3% elastane,11 g,Acme Textiles,Portugal,2025-10-16,4080,3.44
67,TSH-11,TSH-11-WHT-XS,side tape,polyester,100% polyester,4 g,Acme Textiles,Portugal,2025-10-16,4080,15.07
68,TSH-11,TSH-11-WHT-XS,care label,polyester,100% polyester,1 g,Acme Textiles Ltd.,Portugal,2025-10-16,4080,15.67
69,TSH-11,TSH-11-WHT-XS,size label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-10-16,4080,13.31
70,TSH-11,TSH-11-WHT-XS,brand label,cotton,100% cotton,,Acme Textiles,Portugal,2025-10-16,4080,23.40
71,TSH-12,TSH-12-NVY-M,shell fabric,cotton,100% cotton,,Golden Thread,China,2025-05-13,1200,2.95
72,TSH-12,TSH-12-NVY-M,rib collar,cotton,97% cotton / 3% elastane,11 g,Golden Thread,China,2025-05-13,1200,13.67
73,TSH-12,TSH-12-NVY-M,side tape,polyester,100% polyester,4 g,Golden Thread,China,2025-05-13,1200,9.05
74,TSH-12,TSH-12-NVY-M,thread,polyester,100% polyester,3 g,Golden Thread Company,China,2025-05-13,1200,2.19
75,TSH-12,TSH-12-NVY-M,care label,polyester,100% polyester,,Golden Thread,China,2025-05-13,1200,11.24
76,TSH-12,TSH-12-NVY-M,size label,polyester,100% polyester,,Golden Thread,China,2025-05-13,1200,13.81
77,TSH-12,TSH-12-NVY-M,brand label,cotton,100% cotton,2 g,Golden Thread,China,2025-05-13,1200,20.27
78,HOO-01,HOO-01-RED-XS,shell fabric,cotton,80% cotton / 20% polyester,661 g,Nordic Weave,Sweden,2025-05-22,935,18.69
79,HOO-01,HOO-01-RED-XS,hood lining,cotton,80% cotton / 20% polyester,95 g,Nordic Weave,Sweden,2025-05-22,935,5.66
80,HOO-01,HOO-01-RED-XS,rib cuffs,cotton,95% cotton / 5% elastane,44 g,Nordic Weave,Sweden,2025-05-22,935,8.90
81,HOO-01,HOO-01-RED-XS,drawcord,polyester,100% polyester,5 g,Nordic Weave,Sweden,2025-05-22,935,12.88
82,HOO-01,HOO-01-RED-XS,thread,polyester,100% polyester,2 g,Nordic Weave,Sweden,2025-05-22,935,6.65
83,HOO-01,HOO-01-RED-XS,care label,polyester,100% polyester,,Nordic Weave,Sweden,2025-05-22,935,16.04
84,HOO-02,HOO-02-WHT-XS,shell fabric,cotton,80% cotton / 20% polyester,511 g,Acme Textiles,Portugal,2025-06-25,1100,14.24
85,HOO-02,HOO-02-WHT-XS,hood lining,cotton,80% cotton / 20% polyester,110 g,Acme Textiles,Portugal,2025-06-25,1100,17.43
86,HOO-02,HOO-02-WHT-XS,rib cuffs,cotton,95% cotton / 5% elastane,,Acme Textiles,Portugal,2025-06-25,1100,4.15
87,HOO-02,HOO-02-WHT-XS,metal eyelet,brass,100% brass,,Acme Textiles,Portugal,2025-06-25,1100,14.04
88,HOO-02,HOO-02-WHT-XS,thread,polyester,100% polyester,3 g,Acme Textiles,Portugal,2025-06-25,1100,11.03
89,HOO-02,HOO-02-WHT-XS,care label,polyester,100% polyester,,Acme Textiles,Portugal,2025-06-25,1100,23.36
90,HOO-02,HOO-02-WHT-XS,size label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-06-25,1100,24.32
91,HOO-03,HOO-03-BLK-M,shell fabric,cotton,80% cotton / 20% polyester,,Golden Thread,China,2025-11-08,4895,23.18
92,HOO-03,HOO-03-BLK-M,hood lining,cotton,80% cotton / 20% polyester,87 g,Golden Thread,China,2025-11-08,4895,6.30
93,HOO-03,HOO-03-BLK-M,rib cuffs,cotton,95% cotton / 5% elastane,46 g,Golden Thread,China,2025-11-08,4895,4.84
94,HOO-03,HOO-03-BLK-M,thread,polyester,100% polyester,4 g,Golden Thread,China,2025-11-08,4895,10.60
95,HOO-03,HOO-03-BLK-M,care label,polyester,100% polyester,1 g,Golden Thread,China,2025-11-08,4895,19.67
96,HOO-04,HOO-04-GRN-S,shell fabric,cotton,80% cotton / 20% polyester,627 g,Bharat Mills,India,2025-03-26,5115,21.54
97,HOO-04,HOO-04-GRN-S,hood lining,cotton,80% cotton / 20% polyester,,Bharat Mills,India,2025-03-26,5115,11.78
98,HOO-04,HOO-04-GRN-S,rib cuffs,cotton,95% cotton / 5% elastane,,Bharat Mills,India,2025-03-26,5115,7.98
99,HOO-04,HOO-04-GRN-S,drawcord,polyester,100% polyester,6 g,Bharat Mills,India,2025-03-26,5115,1.08
100,HOO-04,HOO-04-GRN-S,care label,polyester,100% polyester,1 g,Bharat Mills,India,2025-03-26,5115,5.23
101,HOO-05,HOO-05-WHT-M,shell fabric,cotton,80% cotton / 20% polyester,578 g,Acme Textiles,Portugal,2025-05-12,4730,7.00
102,HOO-05,HOO-05-WHT-M,hood lining,cotton,80% cotton / 20% polyester,,Acme Textiles,Portugal,2025-05-12,4730,3.16
103,HOO-05,HOO-05-WHT-M,rib cuffs,cotton,95% cotton / 5% elastane,31 g,Acme Textiles,Portugal,2025-05-12,4730,8.19
104,HOO-05,HOO-05-WHT-M,drawcord,polyester,100% polyester,,Acme Textiles,Portugal,2025-05-12,4730,15.35
105,HOO-05,HOO-05-WHT-M,metal eyelet,brass,100% brass,2 g,Acme Textiles,Portugal,2025-05-12,4730,14.63
106,HOO-05,HOO-05-WHT-M,thread,polyester,100% polyester,3 g,Acme Textiles,Portugal,2025-05-12,4730,6.74
107,HOO-05,HOO-05-WHT-M,care label,polyester,100% polyester,,Acme Textiles,Portugal,2025-05-12,4730,23.18
108,HOO-05,HOO-05-WHT-M,size label,polyester,100% polyester,1 g,acme textiles ltd,Portugal,2025-05-12,4730,13.69
109,HOO-06,HOO-06-NVY-M,shell fabric,cotton,80% cotton / 20% polyester,,Oceanic Fabrics,Vietnam,2025-02-22,2530,17.58
110,HOO-06,HOO-06-NVY-M,hood lining,cotton,80% cotton / 20% polyester,82 g,Oceanic Fabrics,Vietnam,2025-02-22,2530,14.08
111,HOO-06,HOO-06-NVY-M,rib cuffs,cotton,95% cotton / 5% elastane,43 g,Oceanic Fabrics,Vietnam,2025-02-22,2530,9.79
112,HOO-06,HOO-06-NVY-M,drawcord,polyester,100% polyester,8 g,Oceanic Fabrics,Vietnam,2025-02-22,2530,18.83
113,HOO-06,HOO-06-NVY-M,metal eyelet,brass,100% brass,,Oceanic Fabrics,Vietnam,2025-02-22,2530,10.45
114,HOO-06,HOO-06-NVY-M,thread,polyester,100% polyester,4 g,OCEANIC FABRICS INC,Vietnam,2025-02-22,2530,20.93
115,HOO-06,HOO-06-NVY-M,care label,polyester,100% polyester,,Oceanic Fabrics,Vietnam,2025-02-22,2530,19.75
116,HOO-07,HOO-07-RED-M,shell fabric,cotton,80% cotton / 20% polyester,554 g,Oceanic Fabrics,Vietnam,2025-08-15,4950,4.66
117,HOO-07,HOO-07-RED-M,hood lining,cotton,80% cotton / 20% polyester,101 g,Oceanic Fabrics,Vietnam,2025-08-15,4950,16.01
118,HOO-07,HOO-07-RED-M,rib cuffs,cotton,95% cotton / 5% elastane,44 g,Oceanic Fabrics,Vietnam,2025-08-15,4950,8.71
119,HOO-07,HOO-07-RED-M,thread,polyester,100% polyester,3 g,OCEANIC FABRICS INC,Vietnam,2025-08-15,4950,16.98
120,HOO-07,HOO-07-RED-M,care label,polyester,100% polyester,1 g,Oceanic Fabric,Vietnam,2025-08-15,4950,6.00
121,HOO-07,HOO-07-RED-M,size label,polyester,100% polyester,1 g,Oceanic Fabrics,Vietnam,2025-08-15,4950,6.50
122,HOO-08,HOO-08-GRN-XL,shell fabric,cotton,80% cotton / 20% polyester,531 g,Acme Textiles,Portugal,2025-08-14,4620,6.48
123,HOO-08,HOO-08-GRN-XL,hood lining,cotton,80% cotton / 20% polyester,89 g,Acme Textiles,Portugal,2025-08-14,4620,18.90
124,HOO-08,HOO-08-GRN-XL,rib cuffs,cotton,95% cotton / 5% elastane,,Acme Textiles,Portugal,2025-08-14,4620,19.37
125,HOO-08,HOO-08-GRN-XL,metal eyelet,brass,100% brass,2 g,Acme Textiles,Portugal,2025-08-14,4620,4.81
126,HOO-08,HOO-08-GRN-XL,care label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-08-14,4620,23.97
127,HOO-08,HOO-08-GRN-XL,size label,polyester,100% polyester,,Acme Textiles,Portugal,2025-08-14,4620,6.61
128,HOO-09,HOO-09-BLK-L,shell fabric,cotton,80% cotton / 20% polyester,,Golden Thread,China,2025-08-22,3905,22.48
129,HOO-09,HOO-09-BLK-L,hood lining,cotton,80% cotton / 20% polyester,90 g,Golden Thread,China,2025-08-22,3905,6.85
130,HOO-09,HOO-09-BLK-L,rib cuffs,cotton,95% cotton / 5% elastane,33 g,Golden Thread Company,China,2025-08-22,3905,6.56
131,HOO-09,HOO-09-BLK-L,metal eyelet,brass,100% brass,,Golden Thread,China,2025-08-22,3905,13.27
132,HOO-09,HOO-09-BLK-L,thread,polyester,100% polyester,,Golden Thread,China,2025-08-22,3905,15.86
133,HOO-09,HOO-09-BLK-L,care label,polyester,100% polyester,,Golden Thread,China,2025-08-22,3905,7.50
134,HOO-09,HOO-09-BLK-L,size label,polyester,100% polyester,1 g,Golden Thread,China,2025-08-22,3905,7.16
135,HOO-10,HOO-10-WHT-XL,shell fabric,cotton,80% cotton / 20% polyester,0.49 kg,Acme Textiles,Portugal,2025-03-05,1815,2.03
136,HOO-10,HOO-10-WHT-XL,hood lining,cotton,80% cotton / 20% polyester,101 g,Acme Textiles,Portugal,2025-03-05,1815,20.91
137,HOO-10,HOO-10-WHT-XL,rib cuffs,cotton,95% cotton / 5% elastane,32 g,Acme Textiles,Portugal,2025-03-05,1815,23.68
138,HOO-10,HOO-10-WHT-XL,drawcord,polyester,100% polyester,7 g,Acme Textiles,Portugal,2025-03-05,1815,0.98
139,HOO-10,HOO-10-WHT-XL,metal eyelet,brass,100% brass,,Acme Textiles,Portugal,2025-03-05,1815,12.19
140,HOO-10,HOO-10-WHT-XL,thread,polyester,100% polyester,,Acme Textiles,Portugal,2025-03-05,1815,23.60
141,HOO-10,HOO-10-WHT-XL,care label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-03-05,1815,22.35
142,HOO-10,HOO-10-WHT-XL,size label,polyester,100% polyester,1 g,ACME TEXTILES,Portugal,2025-03-05,1815,20.98
143,HOO-11,HOO-11-RED-XL,shell fabric,cotton,80% cotton / 20% polyester,480 g,nordic weave ab,Sweden,2025-04-16,1760,10.41
144,HOO-11,HOO-11-RED-XL,hood lining,cotton,80% cotton / 20% polyester,104 g,Nordic Weave,Sweden,2025-04-16,1760,4.54
145,HOO-11,HOO-11-RED-XL,rib cuffs,Organic cottn,95% cotton / 5% elastane,37 g,Nordic Weave,Sweden,2025-04-16,1760,15.75
146,HOO-11,HOO-11-RED-XL,drawcord,polyester,100% polyester,6 g,Nordic Weave,Sweden,2025-04-16,1760,1.16
147,HOO-11,HOO-11-RED-XL,metal eyelet,brass,100% brass,1 g,Nordic Weave,Sweden,2025-04-16,1760,1.16
148,HOO-11,HOO-11-RED-XL,care label,polyester,100% polyester,,Nordic Weave,Sweden,2025-04-16,1760,16.25
149,HOO-11,HOO-11-RED-XL,size label,polyester,100% polyester,1 g,Nordic Weave,Sweden,2025-04-16,1760,1.73
150,HOO-12,HOO-12-GRN-M,shell fabric,cotton,80% cotton / 20% polyester,,Golden Thread,China,2025-08-11,2585,0.97
151,HOO-12,HOO-12-GRN-M,hood lining,cotton,80% cotton / 20% polyester,45 g,Golden Thread,China,2025-08-11,2585,9.07
152,HOO-12,HOO-12-GRN-M,rib cuffs,cotton,95% cotton / 5% elastane,34 g,Golden Thread Co.,China,2025-08-11,2585,16.43
153,HOO-12,HOO-12-GRN-M,drawcord,polyester,100% polyester,6 g,Golden Thread,China,2025-08-11,2585,18.98
154,HOO-12,HOO-12-GRN-M,metal eyelet,brass,100% brass,1 g,Golden Thread,China,2025-08-11,2585,23.77
155,HOO-12,HOO-12-GRN-M,thread,polyester,100% polyester,3 g,Golden Thread,China,2025-08-11,2585,4.23
156,HOO-12,HOO-12-GRN-M,care label,polyester,100% polyester,1 g,Golden Thread,China,2025-08-11,2585,3.59
157,HOO-12,HOO-12-GRN-M,size label,polyester,100% polyester,,Golden Thread,China,2025-08-11,2585,5.84
158,TRO-01,TRO-01-WHT-M,shell fabric,cotton,98% cotton / 2% elastane,319 g,Golden Thread,China,2025-10-20,4455,3.15
159,TRO-01,TRO-01-WHT-M,pocket lining,cotton,100% cotton,50 g,Golden Thread,China,2025-10-20,4455,17.10
160,TRO-01,TRO-01-WHT-M,waistband,cotton,98% cotton / 2% elastane,56 g,Golden Thread,China,2025-10-20,4455,23.98
161,TRO-01,TRO-01-WHT-M,button,metal,100% metal,4 g,Golden Thread,China,2025-10-20,4455,2.36
162,TRO-01,TRO-01-WHT-M,thread,polyester,100% polyester,3 g,Golden Thread,China,2025-10-20,4455,17.42
163,TRO-02,TRO-02-NVY-XS,shell fabric,cotton,98% cotton / 2% elastane,353 g,Bharat Mills,India,2025-11-20,855,16.36
164,TRO-02,TRO-02-NVY-XS,pocket lining,cotton,100% cotton,43 g,Bharat Mills,India,2025-11-20,855,0.81
165,TRO-02,TRO-02-NVY-XS,waistband,cotton,98% cotton / 2% elastane,48 g,Bharat Mills,India,2025-11-20,855,11.12
166,TRO-02,TRO-02-NVY-XS,thread,polyester,100% polyester,3 g,Bharat Mills,India,2025-11-20,855,9.37
167,TRO-02,TRO-02-NVY-XS,care label,polyester,100% polyester,1 g,Bharat Mills,India,2025-11-20,855,4.25
168,TRO-03,TRO-03-NVY-XL,shell fabric,cotton,98% cotton / 2% elastane,335 g,Bharat Mills,India,2025-10-26,3240,21.37
169,TRO-03,TRO-03-NVY-XL,pocket lining,cotton,100% cotton,46 g,Bharat Mills,India,2025-10-26,3240,22.10
170,TRO-03,TRO-03-NVY-XL,waistband,cotton,98% cotton / 2% elastane,,Bharat Mills,India,2025-10-26,3240,6.47
171,TRO-03,TRO-03-NVY-XL,zipper,polyester,100% polyester,,Bharat Mills,India,2025-10-26,3240,9.79
172,TRO-03,TRO-03-NVY-XL,button,metal,100% metal,6 g,Bharat Mills Pvt Ltd,India,2025-10-26,3240,1.20
173,TRO-03,TRO-03-NVY-XL,thread,polyester,100% polyester,3 g,Bharat Mills,India,2025-10-26,3240,5.70
174,TRO-03,TRO-03-NVY-XL,care label,polyester,100% polyester,1 g,Bharat Mills,India,2025-10-26,3240,20.05
175,TRO-03,TRO-03-NVY-XL,size label,polyester,100% polyester,,Bharat Mills,India,2025-10-26,3240,17.68
176,TRO-04,TRO-04-WHT-XL,shell fabric,cotton,98% cotton / 2% elastane,0.42 kg,Acme Textiles,Portugal,2025-09-07,630,19.08
177,TRO-04,TRO-04-WHT-XL,pocket lining,cotton,100% cotton,,Acme Textiles,Portugal,2025-09-07,630,12.53
178,TRO-04,TRO-04-WHT-XL,waistband,Organic cottn,98% cotton / 2% elastane,46 g,Acme Textiles,Portugal,2025-09-07,630,19.93
179,TRO-04,TRO-04-WHT-XL,thread,polyester,100% polyester,3 g,Acme Textiles,Portugal,2025-09-07,630,17.45
180,TRO-04,TRO-04-WHT-XL,care label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-09-07,630,8.00
181,TRO-04,TRO-04-WHT-XL,size label,polyester,100% polyester,,Acme Textiles,Portugal,2025-09-07,630,13.51
182,TRO-05,TRO-05-GRN-XL,shell fabric,cotton,98% cotton / 2% elastane,340 g,Bharat Mills,India,2025-06-23,2790,18.17
183,TRO-05,TRO-05-GRN-XL,pocket lining,cotton,100% cotton,41 g,Bharat Mills,India,2025-06-23,2790,23.80
184,TRO-05,TRO-05-GRN-XL,waistband,cotton,98% cotton / 2% elastane,,Bharat Mills,India,2025-06-23,2790,17.41
185,TRO-05,TRO-05-GRN-XL,zipper,polyester,100% polyester,20 g,Bharat Mills,India,2025-06-23,2790,7.27
186,TRO-05,TRO-05-GRN-XL,thread,polyester,100% polyester,4 g,bharat mills,India,2025-06-23,2790,14.94
187,TRO-05,TRO-05-GRN-XL,care label,polyester,100% polyester,,Bharat Mills,India,2025-06-23,2790,24.52
188,TRO-05,TRO-05-GRN-XL,size label,polyester,100% polyester,1 g,Bharat Mills,India,2025-06-23,2790,20.90
189,TRO-06,TRO-06-WHT-S,shell fabric,cotton,98% cotton / 2% elastane,,Bharat Mills,India,2025-03-10,225,3.59
190,TRO-06,TRO-06-WHT-S,pocket lining,cotton,100% cotton,42 g,Bharat Mills,India,2025-03-10,225,21.78
191,TRO-06,TRO-06-WHT-S,waistband,cotton,98% cotton / 2% elastane,,Bharat Mills,India,2025-03-10,225,14.56
192,TRO-06,TRO-06-WHT-S,zipper,polyester,100% polyester,18 g,Bharat Mills,India,2025-03-10,225,12.00
193,TRO-06,TRO-06-WHT-S,thread,polyester,100% polyester,3 g,Bharat Mills,India,2025-03-10,225,1.76
194,TRO-06,TRO-06-WHT-S,care label,polyester,100% polyester,1 g,Bharat Mills,India,2025-03-10,225,23.56
195,TRO-07,TRO-07-GRN-XS,shell fabric,cotton,98% cotton / 2% elastane,393 g,Acme Textiles,Portugal,2025-07-16,585,2.59
196,TRO-07,TRO-07-GRN-XS,pocket lining,cotton,100% cotton,,Acme Textiles,Portugal,2025-07-16,585,6.58
197,TRO-07,TRO-07-GRN-XS,waistband,cotton,98% cotton / 2% elastane,49 g,Acme Textiles,Portugal,2025-07-16,585,15.11
198,TRO-07,TRO-07-GRN-XS,button,metal,100% metal,5 g,Acme Textiles,Portugal,2025-07-16,585,15.65
199,TRO-07,TRO-07-GRN-XS,size label,polyester,100% polyester,1 g,Acme Textiles,Portugal,2025-07-16,585,22.76
200,TRO-08,TRO-08-WHT-XL,shell fabric,cotton,98% cotton / 2% elastane,,Oceanic Fabrics,Vietnam,2025-05-19,3735,23.72
201,TRO-08,TRO-08-WHT-XL,pocket lining,cotton,100% cotton,46 g,Oceanic Fabrics,Vietnam,2025-05-19,3735,16.68
202,TRO-08,TRO-08-WHT-XL,waistband,cotton,98% cotton / 2% elastane,,Oceanic Fabrics,Vietnam,2025-05-19,3735,4.35
203,TRO-08,TRO-08-WHT-XL,zipper,polyester,100% polyester,,Oceanic Fabrics,Vietnam,2025-05-19,3735,0.57
204,TRO-08,TRO-08-WHT-XL,size label,polyester,100% polyester,,Oceanic Fabrics,Vietnam,2025-05-19,3735,11.54
205,TRO-09,TRO-09-RED-L,shell fabric,cotton,98% cotton / 2% elastane,416 g,Bharat Mills,India,2025-01-08,1800,15.81
206,TRO-09,TRO-09-RED-L,pocket lining,cotton,100% cotton,41 g,Bharat Mills,India,2025-01-08,1800,16.70
207,TRO-09,TRO-09-RED-L,waistband,cotton,98% cotton / 2% elastane,,Bharat Mills,India,2025-01-08,1800,13.84
208,TRO-09,TRO-09-RED-L,zipper,polyester,100% polyester,16 g,Bharat Mills,India,2025-01-08,1800,16.37
209,TRO-09,TRO-09-RED-L,thread,polyester,100% polyester,4 g,Bharat Mills Pvt Ltd,India,2025-01-08,1800,2.25
210,TRO-09,TRO-09-RED-L,care label,polyester,100% polyester,,Bharat Mills,India,2025-01-08,1800,4.57
